category,final,initial,market,name,price
conservas,27/08/2019,08/08/2019,mundial,Molho POMAROLA Seu Toque  Caseiro Vários Sabores Sachê 300g,2.88
conservas,27/08/2019,08/08/2019,mundial,Molho Importado BARILLA Vários Sabores 400g,19.88
conservas,27/08/2019,08/08/2019,mundial,Azeite Espanhol BORGES Orgânico Tipo Extravirgem 500ml,19.88
conservas,27/08/2019,08/08/2019,mundial,"Carne Vegetal,  Bife Vegetal ou  Salsicha Vegetal  SUPERBOM  Lata 400g / 300g",13.88
conservas,27/08/2019,08/08/2019,mundial,Cogumelo AICA Fatiado ou Inteiro Sachê 100g,3.85
conservas,27/08/2019,08/08/2019,mundial,Óleo de Girassol SINHÁ ou Milho SUAVIT 900ml,5.49
conservas,27/08/2019,08/08/2019,mundial,Ervilhas ou Milhos BONDUELLE Lata 170g,1.85
conservas,27/08/2019,08/08/2019,mundial,Molho p/ Salada LIZA Vários  Sabores 234ml,4.85
conservas,27/08/2019,08/08/2019,mundial,"Azeitonas Verdes VALE FÉRTIL Sachê 1,01 kg",13.85
conservas,27/08/2019,08/08/2019,mundial,Óleo de Girassol ou Milho MAZOLA 900ml,8.49
conservas,27/08/2019,08/08/2019,mundial,Atum COQUEIRO  Ralado em Óleo  ou Natural 170g,4.49
conservas,27/08/2019,08/08/2019,mundial,Atum COQUEIRO  Sólido em Óleo  ou Natural 170g,6.49
conservas,27/08/2019,08/08/2019,mundial,Mostarda Importada MAILLE DIJON 215g,14.85
conservas,27/08/2019,08/08/2019,mundial,"Ketchup Tradicional,  Picante ou Bacon HEINZ 397g",7.85
conservas,27/08/2019,08/08/2019,mundial,Molho Barbecue HEINZ 397g,13.85
conservas,27/08/2019,08/08/2019,mundial,Sardinhas COQUEIRO Vários Sabores 125g,2.49
conservas,27/08/2019,08/08/2019,mundial,Azeitonas Pretas ou Verdes RIVOLI Vários Tipos Sachê 150g / 180g / 200g,3.49
conservas,27/08/2019,08/08/2019,mundial,Azeitonas Verdes  VALE FÉRTIL Vários Tipos  160g / 200g,6.49
conservas,27/08/2019,08/08/2019,mundial,Azeite Português GALLO Reserva Tipo Extravirgem 500ml,18.95
conservas,27/08/2019,08/08/2019,mundial,Azeite Português DULFAR Tipo Extravirgem 500ml,16.95
conservas,27/08/2019,08/08/2019,mundial,Extrato de Tomate ELEFANTE Lata 340g,3.85
conservas,27/08/2019,08/08/2019,mundial,Palmito  de Açaí ROYAL  PALMS 300g,13.49
conservas,27/08/2019,08/08/2019,mundial,Azeite Português QUINTA DO ARIEIRO Tipo Extravirgem 500ml,14.95
conservas,27/08/2019,08/08/2019,mundial,Maionese HELLMANN’S Sachê 700g,6.95
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Farinha de Mandioca Crua ou Torrada MÁXIMO 1kg,2.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Proteína de Soja CAMIL Carne ou  Frango 400g,4.98
conservas,27/08/2019,08/08/2019,mundial,Molho POMAROLA Tradicional ou Polpa POMODORO TP 520g,2.95
conservas,27/08/2019,08/08/2019,mundial,Passata Italiana GRANORO 690g,5.95
conservas,27/08/2019,08/08/2019,mundial,Tomate Italiano s/ Pele GRANORO Lata 240g,3.95
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Farofa Pronta YOKI Temperada ou de Milho 500g,3.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Milho p/ Pipoca YOKI Premium 500g,2.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Mistura p/ Bolo  DR.OETKER  s/ Glúten Chocolate  ou Laranja 300g,6.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Açúcar Orgânico UNIÃO 1 kg  ou Sachê 200g,4.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Açúcar de Coco QUALICÔCO 100g,5.98
conservas,27/08/2019,08/08/2019,mundial,Ervilhas ou Milho-Verde Importados BONDUELLE Lata 280g / 285g,9.95
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Massa p/ Tapioca AMAFIL 500g,2.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Arroz Parboilizado URBANO 1kg,3.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Farinha de Arroz URBANO 1kg ,3.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Arroz Integral MÁXIMO 1 kg,3.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Arroz  Branco ou Parboilizado MÁXIMO 5 kg,13.98
cereais-e-farinaceos,27/08/2019,08/08/2019,mundial,Feijão  Carioca MÁXIMO 1 kg,4.98
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Amendoim AGTAL Brasil Tipo Japonês 500g,7.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Castanha de  Caju EUROCAJU 100g,8.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Batata LAY’S Vários Sabores 86g / 96g,5.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Batata ELMA CHIPS RUFFLES Vários Sabores 96g,5.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Castanha de Caju ou Castanha do Pará a Granel,66.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Amêndoas  s/ Casca a Granel,54.80
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Wafer Recheado HERSHEY'S MAIS 115g  ,2.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Chocolate HERSHEY'S Vários Sabores Tablete 87g / 92g  ,3.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,"Bombons LACTA Variedades 250,6g ",8.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Crispy FLORMEL Grão de Bico Vários Tipos 25g / 30g,4.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Mini Cookies Integrais MÃE TERRA Vários  Sabores 120g,4.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Cookies NESTLÉ Vários Sabores 60g ,1.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Bono ou Negresco NESTLÉ Vários Sabores 140g,1.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Barra de Cereais  RITTER Vários Sabores  60g / 75g,2.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Snack Orgânico MÃE TERRA Tribos  Vários Sabores 50g,3.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Salgadinho Orgânico MÃE TERRA Zooreta  Milho ou Pizza 45g,3.99
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Wafer Bono NESTLÉ Vários Sabores 110g,2.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,NESTLÉ NESFIT Vários Sabores 200g,2.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Torrada BAUDUCCO  Vários Sabores 142g,2.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,"Biscoitos AYMORÉ Cracker, Maizena  ou Água e Sal  200g",1.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Biscoito Recheado LACTA Vários Tipos 90g,3.86
biscoitos-e-bonbonniere,27/08/2019,08/08/2019,mundial,Biscoito Recheado CHOCOLÍCIA Chocolate 143g,4.86
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho SALTON CLASSIC 750ml,16.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Espumante Italiano  MANFREDI CUVÉE ou ROSÉ 750ml,32.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Espumante Francês  VEUVE NOIRE  750ml,29.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vodka SMIRNOFF  N.21 998ml,29.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Português  SYRAH & TINTA RORIZ 750ml,25.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Português  TERRAS DE FELGUEIRAS Loureiro 750ml,25.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Italiano  SANGIOVESE RUBICONE 750ml,24.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Português  JMF 750ml,24.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Italiano  SANTA TRINITA Toscano 750ml,23.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,"Vinho Italiano CONTE DI CAMPIANO APPASSIMENTO, MALVASIA NERA ou  PRIMITIVO DI MANDURIA 750ml",59.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,"Vinho Português  FELGUEIRAS Branco,  Tinto ou Rosé 750ml",19.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Espanhol LUCIENTE Branco ou Tinto 750ml,19.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Argentino BODEGAS Reservadas 750ml,19.90
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Espanhol FAUSTINO Crianza 750ml,56.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Espanhol FAUSTINO VII Branco ou Tinto 750ml,48.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Italiano GOVERNO TOSCANO 750ml,45.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Português  TERRAS DE FELGUEIRAS Alvarinho 750ml,38.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Francês MONTMEYRAC 750ml,27.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Português  VELHARIA Reserva 750ml,27.80
bebidas-alcoolicas,27/08/2019,08/08/2019,mundial,Vinho Italiano NEGROAMARO PUGLIA SAPERE ou PRIMITIVO  PUGLIA SAPERE 750ml,25.80
