category,final,initial,market,name,price
sobremesas,17/04/2019,29/03/2019,mundial,"Goiabada PREDILECTA Tradicional ou  Cascão 1,01 kg",4.89
sobremesas,17/04/2019,29/03/2019,mundial,Chantilly  FLEISCHMANN  Spray 250g,12.89
sobremesas,17/04/2019,29/03/2019,mundial,Doce de Leite  Argentino  FINÍSSIMO Pote 400g,4.89
sobremesas,17/04/2019,29/03/2019,mundial,Coco Ralado SOCOCO Sweet 100g,3.89
sobremesas,17/04/2019,29/03/2019,mundial,Leite de Coco RTC SOCOCO  200ml,2.89
sobremesas,17/04/2019,29/03/2019,mundial,Leite de Coco SOCOCO Tradicional  200ml,3.89
massas,17/04/2019,29/03/2019,mundial,Massa de Sêmola SANTA AMÁLIA Espaguete 1 kg,2.99
massas,17/04/2019,29/03/2019,mundial,Gnocchi di Patate  Italiano  GRANORO 500g,6.99
massas,17/04/2019,29/03/2019,mundial,Massa RENATA  c/ Ovos Vários  Tipos 500g,2.99
massas,17/04/2019,29/03/2019,mundial,Macarrão Instantâneo RENATA Express Galinha Caipira ou Carne c/ 4 de 85g,3.99
massas,17/04/2019,29/03/2019,mundial,Passata  Importada  MASTROIANI  420g,4.59
massas,17/04/2019,29/03/2019,mundial,Molho SALSARETTI  Vários Tipos 500g,6.59
massas,17/04/2019,29/03/2019,mundial,Tomate s/ Pele  Importado RAIOLA Lata 240g,4.59
massas,17/04/2019,29/03/2019,mundial,Extrato de Tomate ELEFANTE TP 540g,4.59
massas,17/04/2019,29/03/2019,mundial,Molho POMAROLA Tradicional  TP 520g,3.59
massas,17/04/2019,29/03/2019,mundial,Polpa POMODORO  TP 520g,2.59
massas,17/04/2019,29/03/2019,mundial,"Massa SANTA AMÁLIA Fusilli, Penne, Spaghetti ou Padre Nosso Zero Glúten 500g",4.59
massas,17/04/2019,29/03/2019,mundial,Spaghetti Importado  BARILLA Cortes Longos 500g,6.59
matinais,17/04/2019,29/03/2019,mundial,Cereal NESFIT 570g GRÁTIS 01 TIGELA,12.80
matinais,17/04/2019,29/03/2019,mundial,Farinha Láctea ou Neston 3 Cereais NESTLÉ Sachê LEVE 210g PAGUE 180g,3.80
matinais,17/04/2019,29/03/2019,mundial,NUTREN  Senior 370g,44.80
matinais,17/04/2019,29/03/2019,mundial,Semente de Chia ou Farinha de Linhaça Dourada FUMEL 150g / 200g,4.80
matinais,17/04/2019,29/03/2019,mundial,Granola JASMINE Grain Flakes Vários Sabores 300g,7.80
matinais,17/04/2019,29/03/2019,mundial,"Leite em Pó Integral,  Desnatado ou Semidesnatado ITAMBÉ Lata 300g / 400g",8.59
matinais,17/04/2019,29/03/2019,mundial,Leite Semidesnatado PIRACANJUBA Zero Lactose TP 1 L,3.59
matinais,17/04/2019,29/03/2019,mundial,Cápsulas de  Café NESCAFÉ  DOLCE GUSTO  Vários Tipos c/ 16,23.59
matinais,17/04/2019,29/03/2019,mundial,Leite em Pó Instantâneo Integral NINHO ou Desnatado  MOLICO Lata 280g / 400g,10.59
matinais,17/04/2019,29/03/2019,mundial,Café MELITTA Tradicional ou  Extraforte 500g,9.59
matinais,17/04/2019,29/03/2019,mundial,Achocolatado  OVOMALTINE  Suíço Sachê 300g ou Crocante  Pote 400g,9.59
matinais,17/04/2019,29/03/2019,mundial,Achocolatado  NESCAU 2.0 Sachê 800g,9.59
matinais,17/04/2019,29/03/2019,mundial,Cereal NESCAU 770g GRÁTIS LANCHEIRA,13.59
light-e-diet,17/04/2019,29/03/2019,mundial,Açúcar GUARANI Refinado c/ Stevia 500g,4.35
light-e-diet,17/04/2019,29/03/2019,mundial,Gelatina Zero Açúcar LOWÇUCAR Stevia Vários Sabores 10g,1.35
light-e-diet,17/04/2019,29/03/2019,mundial,"Cocada, Doce de Leite ou Goiabada FLORMEL Zero Açúcar 60g",7.35
light-e-diet,17/04/2019,29/03/2019,mundial,Mini Bombom FLORMEL  Zero Açúcar Amendoim ou Coco 70g,8.35
light-e-diet,17/04/2019,29/03/2019,mundial,Açúcar Light MAGRO 500g,4.35
light-e-diet,17/04/2019,29/03/2019,mundial,Adoçante Líquido ASSUGRIN 100ml,2.35
conservas,17/04/2019,29/03/2019,mundial,Atum GOMES DA COSTA em Pedaços ou Sólido ao Natural ou em Óleo 170g ,6.95
conservas,17/04/2019,29/03/2019,mundial,Atum GOMES DA COSTA Ralado ao Natural ou em Óleo 170g ,3.95
conservas,17/04/2019,29/03/2019,mundial,Sardinhas GOMES DA COSTA Vários Sabores 125g,2.95
conservas,17/04/2019,29/03/2019,mundial,Azeitonas Pretas ou Verdes VALE FÉRTIL Vários Tipos 160g / 200g,6.88
conservas,17/04/2019,29/03/2019,mundial,"Azeitonas Verdes VALE FÉRTIL Sachê 1,01 kg",13.88
conservas,17/04/2019,29/03/2019,mundial,Azeitona Verde Gordal ou Preta Azapa  VALE FÉRTIL 360g,17.88
conservas,17/04/2019,29/03/2019,mundial,Palmito Juçara Tolete JURERÊ 300g ,19.88
conservas,17/04/2019,29/03/2019,mundial,Maionese HELLMANN'S  Tradicional ou Light 500g ,4.78
conservas,17/04/2019,29/03/2019,mundial,Salada com Atum GOMES DA COSTA Vários Sabores 150g / 170g,6.88
conservas,17/04/2019,29/03/2019,mundial,Filés de Sardinha GOMES DA COSTA Vários Sabores 125g,6.88
conservas,17/04/2019,29/03/2019,mundial,Patê de Atum GOMES DA COSTA Vários Sabores 150g,7.88
conservas,17/04/2019,29/03/2019,mundial,Maionese SOYA 500g,2.78
conservas,17/04/2019,29/03/2019,mundial,Ketchup  HEINZ 397g,7.78
conservas,17/04/2019,29/03/2019,mundial,Patê de Sardinha GOMES DA COSTA Vários Sabores 150g,5.88
conservas,17/04/2019,29/03/2019,mundial,Mostarda  HEMMER  Amarela ou  Escura 200g,3.78
conservas,17/04/2019,29/03/2019,mundial,Milho-Verde QUERO Lata 200g,1.78
conservas,17/04/2019,29/03/2019,mundial,"Grão-de-Bico, Ervilhas ou Milho-Verde Importados BONDUELLE  Lata 265g / 280g / 285g",9.78
conservas,17/04/2019,29/03/2019,mundial,Tempero MAGGI  MEU SEGREDO 49g,2.78
conservas,17/04/2019,29/03/2019,mundial,Tempero MAIS SABOR Vários Tipos 60g,2.78
conservas,17/04/2019,29/03/2019,mundial,Alcaparras LA VIOLETERA LEVE 60g PAGUE 54g,5.99
conservas,17/04/2019,29/03/2019,mundial,"Azeite Espanhol  BORGES  Equilibrado, Frutado  ou Marcante Tipo  Extravirgem 500ml",22.99
conservas,17/04/2019,29/03/2019,mundial,Azeite Português  GALLO Reserva Tipo  Extravirgem 500ml,19.99
conservas,17/04/2019,29/03/2019,mundial,Azeite Português  DULFAR Tipo  Extravirgem 500ml,17.99
conservas,17/04/2019,29/03/2019,mundial,Azeite Italiano UNORO Tipo  Extravirgem 500ml,16.99
conservas,17/04/2019,29/03/2019,mundial,Azeite Português  OLIVEIRA DA SERRA  Tipo  Extravirgem 500ml,13.99
conservas,17/04/2019,29/03/2019,mundial,Óleo de Girassol VITALIV  ou SUAVIT ou Óleo de Milho SUAVIT 900ml,5.99
conservas,17/04/2019,29/03/2019,mundial,Óleo de Girassol ou  de Milho MAZOLA 900ml,9.99
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Canjica de Milho YOKI ou Canjica Branca GRANFINO 500g,1.88
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz PRATO FINO Special Selection Integral Orgânico 1 kg,6.88
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Açúcar Demerara MÃE TERRA 400g,4.88
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Feijão Preto CALDO  MARROM 1 kg,4.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Feijão Branco MÁXIMO 500g,4.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Feijão Vermelho PINK 500g,3.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Feijão Fradinho CHINEZINHO  ou PINK 500g,1.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Ervilha CHINEZINHO  ou PINK 500g,2.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Lentilha PINK ou GRANFINO 500g,4.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Grão-de-Bico GRANFINO 500g,7.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Farinha de Trigo c/ Ferro ROSA BRANCA 1 kg,2.39
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Farinha de Mandioca GRANFINO Vários Tipos 1 kg,3.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Farinha de Mandioca TIPITY Vários Tipos 500g,2.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Sopão KNORR Vários Sabores  183g / 194g / 195g,7.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Milharina QUAKER 500g,2.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Milho de Pipoca YOKI Premium 500g,2.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Canjica VAPZA  500g,4.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Cuscuz SINHÁ Tradicional ou Farinha de Milho SINHÁ Flocão 500g,1.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Farinha de Milho  VITAMILHO 500g,1.95
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz Branco ou Parboilizado PRATO FINO 5 kg,16.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz Branco ou Parboilizado PURO GRÃO 5 kg,10.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz TIO JOÃO  Cozinha & Sabor Vários Sabores 175g,5.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz Parboilizado  Integral PRATO FINO  ou TIO JOÃO 1 kg,4.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz TIO JOÃO Integral ou Parboilizado c/ 8 Saquinhos de 125g,4.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz Integral CARRETEIRO ou  MÁXIMO 1 kg,3.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Arroz p/ Risoto COSTAZZURRA Arborio ou Carnaroli 1 kg,13.80
cereais-e-farinaceos,17/04/2019,29/03/2019,mundial,Feijão Preto PURO GRÃO 1 kg,3.80
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Barra de Cereais RITTER Vários Sabores (Exceto Zero) 60g / 75g,2.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Barra de Frutas NUTRY Vários Sabores 57g / 60g,3.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito de Arroz NATURAL LIFE s/ Glúten Vários Sabores 80g,3.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito ARUBA s/ Glúten Vários Sabores 100g,4.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Batata PRINGLES Vários Sabores 121g / 128g,10.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito BONO 140g ou Biscoito NEGRESCO 140g Sabores,1.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Cookies Integrais MÃE TERRA Vários Sabores 120g,5.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Amêndoas s/ Casca  Defumadas a Granel,59.48
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Castanha de Caju EUROCAJU 100g,7.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito ADRIA Plugados Chocolate 130g,1.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito PIRAQUÊ Maizena 200g,2.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito NESFIT 200g ou Cookies NESFIT 60g Sabores,2.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito CALIPSO 130g,4.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Wafer D-TONE Recheado c/ Cobertura de Chocolate 126g,2.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito AYMORÉ Tortini Vários Sabores 90g,1.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Torrada VISCONTI Vários Sabores 120g,1.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate KINDER T4 50g,4.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito Tostines Água e Sal 200g,2.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Cookies CLASSIC 60g ou Cookies NEGRESCO 60g,1.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Biscoito Sortido Importado ALIANÇA 300g,10.99
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Amêndoas  Importadas ALIANÇA Chocolate Vários Tipos 160g,12.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Amêndoas  Importadas ALIANÇA  Lisa Cores 160g,7.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Pack Biscoito PASSATEMPO Recheado 520g Compre 3 e Ganhe 1 PASSATEMPO Chocomix Recheado,5.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Amendoim Brasil AGTAL Tipo Japonês 500g,8.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Colomba Pascal BAUDUCCO de Frutas ou Gotas de  Chocolate 100g,4.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate GAROTO Vários Sabores 96g / 100g,3.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate GAROTO Cobertura Meio Amargo ou ao Leite 500g,21.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Batata Palha ELMA CHIPS 120g / 140g,3.49
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Colomba Pascal VISCONTI de Frutas ou Gotas de Chocolate 500g,12.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,"Chocolate SNICKERS  Original 52,7g",2.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,"Chocolate SNICKERS  c/ 2 93,3g",3.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate BATON ao Leite c/ 4 64g,4.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Bombons FERRERO ROCHER T8 c/ 8 100g,14.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate  LACTA BIS XTRA  ao Leite 45g,1.95
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate LACTA Vários Sabores 90g  / 100g,3.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate HERSHEY’S Vários Sabores 87g / 92g,3.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate TWIX Vários Sabores 80g,3.98
biscoitos-e-bonbonniere,17/04/2019,29/03/2019,mundial,Chocolate NESTLÉ Vários Sabores 97g / 100g,4.98
bebidas-alcoolicas,17/04/2019,29/03/2019,mundial,Vodka ABSOLUT 1 L,69.50
bebidas-alcoolicas,17/04/2019,29/03/2019,mundial,Whisky BALLANTINE´S  FINEST 1 L,65.50
